date,store_id,product,sales_quantity,temperature,is_rainy,is_weekend,season,event_impact
2022-01-01,store_001,ice_cream,30,64.0,True,True,winter,1.3
2022-01-01,store_001,hot_coffee,194,64.0,True,True,winter,1.3
2022-01-01,store_001,umbrellas,179,64.0,True,True,winter,1.3
2022-01-01,store_001,sunscreen,3,64.0,True,True,winter,1.3
2022-01-01,store_001,soup_cans,152,64.0,True,True,winter,1.3
2022-01-02,store_001,ice_cream,15,52.7,True,True,winter,1.0
2022-01-02,store_001,hot_coffee,213,52.7,True,True,winter,1.0
2022-01-02,store_001,umbrellas,111,52.7,True,True,winter,1.0
2022-01-02,store_001,sunscreen,1,52.7,True,True,winter,1.0
2022-01-02,store_001,soup_cans,188,52.7,True,True,winter,1.0
2022-01-03,store_001,ice_cream,17,59.2,False,False,winter,1.0
2022-01-03,store_001,hot_coffee,113,59.2,False,False,winter,1.0
2022-01-03,store_001,umbrellas,6,59.2,False,False,winter,1.0
2022-01-03,store_001,sunscreen,2,59.2,False,False,winter,1.0
2022-01-03,store_001,soup_cans,104,59.2,False,False,winter,1.0
2022-01-04,store_001,ice_cream,22,64.3,False,False,winter,1.0
2022-01-04,store_001,hot_coffee,159,64.3,False,False,winter,1.0
2022-01-04,store_001,umbrellas,6,64.3,False,False,winter,1.0
2022-01-04,store_001,sunscreen,3,64.3,False,False,winter,1.0
2022-01-04,store_001,soup_cans,94,64.3,False,False,winter,1.0
2022-01-05,store_001,ice_cream,17,60.4,False,False,winter,1.0
2022-01-05,store_001,hot_coffee,120,60.4,False,False,winter,1.0
2022-01-05,store_001,umbrellas,9,60.4,False,False,winter,1.0
2022-01-05,store_001,sunscreen,3,60.4,False,False,winter,1.0
2022-01-05,store_001,soup_cans,96,60.4,False,False,winter,1.0
2022-01-06,store_001,ice_cream,25,70.7,False,False,winter,1.0
2022-01-06,store_001,hot_coffee,110,70.7,False,False,winter,1.0
2022-01-06,store_001,umbrellas,7,70.7,False,False,winter,1.0
2022-01-06,store_001,sunscreen,3,70.7,False,False,winter,1.0
2022-01-06,store_001,soup_cans,89,70.7,False,False,winter,1.0
2022-01-07,store_001,ice_cream,24,64.2,False,False,winter,1.0
2022-01-07,store_001,hot_coffee,139,64.2,False,False,winter,1.0
2022-01-07,store_001,umbrellas,7,64.2,False,False,winter,1.0
2022-01-07,store_001,sunscreen,3,64.2,False,False,winter,1.0
2022-01-07,store_001,soup_cans,81,64.2,False,False,winter,1.0
2022-01-08,store_001,ice_cream,23,59.5,False,True,winter,1.0
2022-01-08,store_001,hot_coffee,105,59.5,False,True,winter,1.0
2022-01-08,store_001,umbrellas,8,59.5,False,True,winter,1.0
2022-01-08,store_001,sunscreen,5,59.5,False,True,winter,1.0
2022-01-08,store_001,soup_cans,115,59.5,False,True,winter,1.0
2022-01-09,store_001,ice_cream,29,61.3,False,True,winter,1.0
2022-01-09,store_001,hot_coffee,113,61.3,False,True,winter,1.0
2022-01-09,store_001,umbrellas,7,61.3,False,True,winter,1.0
2022-01-09,store_001,sunscreen,5,61.3,False,True,winter,1.0
2022-01-09,store_001,soup_cans,102,61.3,False,True,winter,1.0
2022-01-10,store_001,ice_cream,19,65.8,False,False,winter,1.0
2022-01-10,store_001,hot_coffee,131,65.8,False,False,winter,1.0
2022-01-10,store_001,umbrellas,6,65.8,False,False,winter,1.0
2022-01-10,store_001,sunscreen,2,65.8,False,False,winter,1.0
2022-01-10,store_001,soup_cans,98,65.8,False,False,winter,1.0
2022-01-11,store_001,ice_cream,19,61.9,False,False,winter,1.0
2022-01-11,store_001,hot_coffee,133,61.9,False,False,winter,1.0
2022-01-11,store_001,umbrellas,9,61.9,False,False,winter,1.0
2022-01-11,store_001,sunscreen,3,61.9,False,False,winter,1.0
2022-01-11,store_001,soup_cans,109,61.9,False,False,winter,1.0
2022-01-12,store_001,ice_cream,10,49.7,False,False,winter,1.0
2022-01-12,store_001,hot_coffee,159,49.7,False,False,winter,1.0
2022-01-12,store_001,umbrellas,8,49.7,False,False,winter,1.0
2022-01-12,store_001,sunscreen,2,49.7,False,False,winter,1.0
2022-01-12,store_001,soup_cans,113,49.7,False,False,winter,1.0
2022-01-13,store_001,ice_cream,17,60.7,False,False,winter,1.0
2022-01-13,store_001,hot_coffee,116,60.7,False,False,winter,1.0
2022-01-13,store_001,umbrellas,7,60.7,False,False,winter,1.0
2022-01-13,store_001,sunscreen,2,60.7,False,False,winter,1.0
2022-01-13,store_001,soup_cans,110,60.7,False,False,winter,1.0
2022-01-14,store_001,ice_cream,14,57.8,False,False,winter,1.0
2022-01-14,store_001,hot_coffee,169,57.8,False,False,winter,1.0
2022-01-14,store_001,umbrellas,8,57.8,False,False,winter,1.0
2022-01-14,store_001,sunscreen,2,57.8,False,False,winter,1.0
2022-01-14,store_001,soup_cans,92,57.8,False,False,winter,1.0
2022-01-15,store_001,ice_cream,39,61.5,False,True,winter,1.3
2022-01-15,store_001,hot_coffee,169,61.5,False,True,winter,1.3
2022-01-15,store_001,umbrellas,10,61.5,False,True,winter,1.3
2022-01-15,store_001,sunscreen,5,61.5,False,True,winter,1.3
2022-01-15,store_001,soup_cans,150,61.5,False,True,winter,1.3
2022-01-16,store_001,ice_cream,19,60.5,True,True,winter,1.0
2022-01-16,store_001,hot_coffee,151,60.5,True,True,winter,1.0
2022-01-16,store_001,umbrellas,146,60.5,True,True,winter,1.0
2022-01-16,store_001,sunscreen,1,60.5,True,True,winter,1.0
2022-01-16,store_001,soup_cans,123,60.5,True,True,winter,1.0
2022-01-17,store_001,ice_cream,17,59.7,False,False,winter,1.0
2022-01-17,store_001,hot_coffee,132,59.7,False,False,winter,1.0
2022-01-17,store_001,umbrellas,7,59.7,False,False,winter,1.0
2022-01-17,store_001,sunscreen,2,59.7,False,False,winter,1.0
2022-01-17,store_001,soup_cans,90,59.7,False,False,winter,1.0
2022-01-18,store_001,ice_cream,12,63.7,True,False,winter,1.0
2022-01-18,store_001,hot_coffee,186,63.7,True,False,winter,1.0
2022-01-18,store_001,umbrellas,145,63.7,True,False,winter,1.0
2022-01-18,store_001,sunscreen,1,63.7,True,False,winter,1.0
2022-01-18,store_001,soup_cans,119,63.7,True,False,winter,1.0
2022-01-19,store_001,ice_cream,21,64.4,False,False,winter,1.0
2022-01-19,store_001,hot_coffee,158,64.4,False,False,winter,1.0
2022-01-19,store_001,umbrellas,6,64.4,False,False,winter,1.0
2022-01-19,store_001,sunscreen,3,64.4,False,False,winter,1.0
2022-01-19,store_001,soup_cans,101,64.4,False,False,winter,1.0
2022-01-20,store_001,ice_cream,16,56.1,False,False,winter,1.0
2022-01-20,store_001,hot_coffee,121,56.1,False,False,winter,1.0
2022-01-20,store_001,umbrellas,8,56.1,False,False,winter,1.0
2022-01-20,store_001,sunscreen,2,56.1,False,False,winter,1.0
2022-01-20,store_001,soup_cans,103,56.1,False,False,winter,1.0
2022-01-21,store_001,ice_cream,20,60.9,False,False,winter,1.0
2022-01-21,store_001,hot_coffee,122,60.9,False,False,winter,1.0
2022-01-21,store_001,umbrellas,8,60.9,False,False,winter,1.0
2022-01-21,store_001,sunscreen,2,60.9,False,False,winter,1.0
2022-01-21,store_001,soup_cans,109,60.9,False,False,winter,1.0
2022-01-22,store_001,ice_cream,19,63.9,True,True,winter,1.0
2022-01-22,store_001,hot_coffee,142,63.9,True,True,winter,1.0
2022-01-22,store_001,umbrellas,114,63.9,True,True,winter,1.0
2022-01-22,store_001,sunscreen,3,63.9,True,True,winter,1.0
2022-01-22,store_001,soup_cans,121,63.9,True,True,winter,1.0
2022-01-23,store_001,ice_cream,14,58.2,True,True,winter,1.0
2022-01-23,store_001,hot_coffee,160,58.2,True,True,winter,1.0
2022-01-23,store_001,umbrellas,139,58.2,True,True,winter,1.0
2022-01-23,store_001,sunscreen,2,58.2,True,True,winter,1.0
2022-01-23,store_001,soup_cans,130,58.2,True,True,winter,1.0
2022-01-24,store_001,ice_cream,12,62.7,True,False,winter,1.0
2022-01-24,store_001,hot_coffee,182,62.7,True,False,winter,1.0
2022-01-24,store_001,umbrellas,108,62.7,True,False,winter,1.0
2022-01-24,store_001,sunscreen,1,62.7,True,False,winter,1.0
2022-01-24,store_001,soup_cans,133,62.7,True,False,winter,1.0
2022-01-25,store_001,ice_cream,15,72.8,True,False,winter,1.0
2022-01-25,store_001,hot_coffee,171,72.8,True,False,winter,1.0
2022-01-25,store_001,umbrellas,117,72.8,True,False,winter,1.0
2022-01-25,store_001,sunscreen,2,72.8,True,False,winter,1.0
2022-01-25,store_001,soup_cans,134,72.8,True,False,winter,1.0
2022-01-26,store_001,ice_cream,24,67.0,False,False,winter,1.0
2022-01-26,store_001,hot_coffee,115,67.0,False,False,winter,1.0
2022-01-26,store_001,umbrellas,6,67.0,False,False,winter,1.0
2022-01-26,store_001,sunscreen,3,67.0,False,False,winter,1.0
2022-01-26,store_001,soup_cans,83,67.0,False,False,winter,1.0
2022-01-27,store_001,ice_cream,9,51.9,True,False,winter,1.0
2022-01-27,store_001,hot_coffee,253,51.9,True,False,winter,1.0
2022-01-27,store_001,umbrellas,137,51.9,True,False,winter,1.0
2022-01-27,store_001,sunscreen,1,51.9,True,False,winter,1.0
2022-01-27,store_001,soup_cans,125,51.9,True,False,winter,1.0
2022-01-28,store_001,ice_cream,14,62.1,True,False,winter,1.0
2022-01-28,store_001,hot_coffee,189,62.1,True,False,winter,1.0
2022-01-28,store_001,umbrellas,100,62.1,True,False,winter,1.0
2022-01-28,store_001,sunscreen,1,62.1,True,False,winter,1.0
2022-01-28,store_001,soup_cans,99,62.1,True,False,winter,1.0
2022-01-29,store_001,ice_cream,25,61.1,False,True,winter,1.0
2022-01-29,store_001,hot_coffee,102,61.1,False,True,winter,1.0
2022-01-29,store_001,umbrellas,9,61.1,False,True,winter,1.0
2022-01-29,store_001,sunscreen,5,61.1,False,True,winter,1.0
2022-01-29,store_001,soup_cans,106,61.1,False,True,winter,1.0
2022-01-30,store_001,ice_cream,31,63.7,False,True,winter,1.0
2022-01-30,store_001,hot_coffee,98,63.7,False,True,winter,1.0
2022-01-30,store_001,umbrellas,8,63.7,False,True,winter,1.0
2022-01-30,store_001,sunscreen,5,63.7,False,True,winter,1.0
2022-01-30,store_001,soup_cans,121,63.7,False,True,winter,1.0
2022-01-31,store_001,ice_cream,26,73.7,True,False,winter,1.2
2022-01-31,store_001,hot_coffee,191,73.7,True,False,winter,1.2
2022-01-31,store_001,umbrellas,157,73.7,True,False,winter,1.2
2022-01-31,store_001,sunscreen,2,73.7,True,False,winter,1.2
2022-01-31,store_001,soup_cans,158,73.7,True,False,winter,1.2
2022-02-01,store_001,ice_cream,12,64.6,True,False,winter,1.0
2022-02-01,store_001,hot_coffee,219,64.6,True,False,winter,1.0
2022-02-01,store_001,umbrellas,125,64.6,True,False,winter,1.0
2022-02-01,store_001,sunscreen,1,64.6,True,False,winter,1.0
2022-02-01,store_001,soup_cans,120,64.6,True,False,winter,1.0
2022-02-02,store_001,ice_cream,20,66.1,False,False,winter,1.0
2022-02-02,store_001,hot_coffee,134,66.1,False,False,winter,1.0
2022-02-02,store_001,umbrellas,8,66.1,False,False,winter,1.0
2022-02-02,store_001,sunscreen,3,66.1,False,False,winter,1.0
2022-02-02,store_001,soup_cans,97,66.1,False,False,winter,1.0
2022-02-03,store_001,ice_cream,20,63.7,False,False,winter,1.0
2022-02-03,store_001,hot_coffee,110,63.7,False,False,winter,1.0
2022-02-03,store_001,umbrellas,6,63.7,False,False,winter,1.0
